老磊,家阿贸府樊(沛/老),ph,bod,cod,ss,tn,tp
20260710,null,null,null,null,null,null,null
20260709,null,null,null,null,null,null,null
20260708,null,null,null,null,null,null,null
20260707,null,null,null,null,null,null,null
20260706,null,null,null,null,null,null,null
20260705,null,null,null,null,null,null,null
20260704,null,null,null,null,null,null,null
20260703,null,null,null,null,null,null,null
20260702,null,null,null,null,null,null,null
20260701,null,null,null,null,null,null,null
20260630,null,null,null,null,null,null,null
20260629,null,null,null,null,null,null,null
20260628,null,null,null,null,null,null,null
20260627,null,null,null,null,null,null,null
20260626,null,null,null,null,null,null,null
20260625,null,null,null,null,null,null,null
20260624,null,null,null,null,null,null,null
20260623,null,null,null,null,null,null,null
20260622,null,null,null,null,null,null,null
20260621,null,null,null,null,null,null,null
20260620,null,null,null,null,null,null,null
20260619,null,null,null,null,null,null,null
20260618,null,null,null,null,null,null,null
20260617,null,null,null,null,null,null,null
20260616,null,null,null,null,null,null,null
20260615,null,null,null,null,null,null,null
20260614,null,null,null,null,null,null,null
20260613,null,null,null,null,null,null,null
20260612,null,null,null,null,null,null,null
20260611,null,null,null,null,null,null,null
20260610,null,null,null,null,null,null,null
20260609,null,null,null,null,null,null,null
20260608,null,null,null,null,null,null,null
20260607,null,null,null,null,null,null,null
20260606,null,null,null,null,null,null,null
20260605,null,null,null,null,null,null,null
20260604,null,null,null,null,null,null,null
20260603,null,null,null,null,null,null,null
20260602,null,null,null,null,null,null,null
20260601,null,null,null,null,null,null,null
20260531,null,null,null,null,null,null,null
20260530,null,null,null,null,null,null,null
20260529,null,null,null,null,null,null,null
20260528,null,null,null,null,null,null,null
20260527,null,null,null,null,null,null,null
20260526,null,null,null,null,null,null,null
20260525,null,null,null,null,null,null,null
20260524,null,null,null,null,null,null,null
20260523,null,null,null,null,null,null,null
20260522,null,null,null,null,null,null,null
20260521,null,null,null,null,null,null,null
20260520,null,null,null,null,null,null,null
20260519,null,null,null,null,null,null,null
20260518,null,null,null,null,null,null,null
20260517,null,null,null,null,null,null,null
20260516,null,null,null,null,null,null,null
20260515,null,null,null,null,null,null,null
20260514,null,null,null,null,null,null,null
20260513,null,null,null,null,null,null,null
20260512,null,null,null,null,null,null,null
20260511,null,null,null,null,null,null,null
20260510,null,null,null,null,null,null,null
20260509,null,null,null,null,null,null,null
20260508,null,null,null,null,null,null,null
20260507,null,null,null,null,null,null,null
20260506,null,null,null,null,null,null,null
20260505,null,null,null,null,null,null,null
20260504,null,null,null,null,null,null,null
20260503,null,null,null,null,null,null,null
20260502,null,null,null,null,null,null,null
20260501,null,null,null,null,null,null,null
20260430,null,null,null,null,null,null,null
20260429,null,null,null,null,null,null,null
20260428,null,null,null,null,null,null,null
20260427,null,null,null,null,null,null,null
20260426,null,null,null,null,null,null,null
20260425,null,null,null,null,null,null,null
20260424,null,null,null,null,null,null,null
20260423,null,null,null,null,null,null,null
20260422,null,null,null,null,null,null,null
20260421,null,null,null,null,null,null,null
20260420,null,null,null,null,null,null,null
20260419,null,null,null,null,null,null,null
20260418,null,null,null,null,null,null,null
20260417,null,null,null,null,null,null,null
20260416,null,null,null,null,null,null,null
20260415,null,null,null,null,null,null,null
20260414,null,null,null,null,null,null,null
20260413,null,null,null,null,null,null,null
20260412,null,null,null,null,null,null,null
20260411,null,null,null,null,null,null,null
20260410,null,null,null,null,null,null,null
20260409,null,null,null,null,null,null,null
20260408,null,null,null,null,null,null,null
20260407,null,null,null,null,null,null,null
20260406,null,null,null,null,null,null,null
20260405,null,null,null,null,null,null,null
20260404,null,null,null,null,null,null,null
20260403,null,null,null,null,null,null,null
20260402,null,null,null,null,null,null,null
20260401,null,null,null,null,null,null,null
20260331,null,null,null,null,null,null,null
20260330,null,null,null,null,null,null,null
20260329,null,null,null,null,null,null,null
20260328,null,null,null,null,null,null,null
20260327,null,null,null,null,null,null,null
20260326,null,null,null,null,null,null,null
20260325,null,null,null,null,null,null,null
20260324,null,null,null,null,null,null,null
20260323,null,null,null,null,null,null,null
20260322,null,null,null,null,null,null,null
20260321,null,null,null,null,null,null,null
20260320,null,null,null,null,null,null,null
20260319,null,null,null,null,null,null,null
20260318,null,null,null,null,null,null,null
20260317,null,null,null,null,null,null,null
20260316,null,null,null,null,null,null,null
20260315,null,null,null,null,null,null,null
20260314,null,null,null,null,null,null,null
20260313,null,null,null,null,null,null,null
20260312,null,null,null,null,null,null,null
20260311,null,null,null,null,null,null,null
20260310,null,null,null,null,null,null,null
20260309,null,null,null,null,null,null,null
20260308,null,null,null,null,null,null,null
20260307,null,null,null,null,null,null,null
20260306,null,null,null,null,null,null,null
20260305,null,null,null,null,null,null,null
20260304,null,null,null,null,null,null,null
20260303,null,null,null,null,null,null,null
20260302,null,null,null,null,null,null,null
20260301,null,null,null,null,null,null,null
20260228,null,null,null,null,null,null,null
20260227,null,null,null,null,null,null,null
20260226,null,null,null,null,null,null,null
20260225,null,null,null,null,null,null,null
20260224,null,null,null,null,null,null,null
20260223,null,null,null,null,null,null,null
20260222,null,null,null,null,null,null,null
20260221,null,null,null,null,null,null,null
20260220,null,null,null,null,null,null,null
20260219,null,null,null,null,null,null,null
20260218,null,null,null,null,null,null,null
20260217,null,null,null,null,null,null,null
20260216,null,null,null,null,null,null,null
20260215,null,null,null,null,null,null,null
20260214,null,null,null,null,null,null,null
20260213,null,null,null,null,null,null,null
20260212,null,null,null,null,null,null,null
20260211,null,null,null,null,null,null,null
20260210,null,null,null,null,null,null,null
20260209,null,null,null,null,null,null,null
20260208,null,null,null,null,null,null,null
20260207,null,null,null,null,null,null,null
20260206,null,null,null,null,null,null,null
20260205,null,null,null,null,null,null,null
20260204,null,null,null,null,null,null,null
20260203,null,null,null,null,null,null,null
20260202,null,null,null,null,null,null,null
20260201,null,null,null,null,null,null,null
20260131,null,null,null,null,null,null,null
20260130,null,6.8,null,7.7,2.7,8.430,1.080
20260129,27290,7,7.3,7.1,2.5,8.439,.763
20260128,28230,6.8,8,7,2.6,8.228,.743
20260127,28700,6.7,5.9,7.1,2.7,8.731,.670
20260126,29770,6.7,7.1,7,3,8.015,.924
20260125,30330,6.8,6.8,6.9,2.6,8.257,.959
20260124,29790,6.7,5.9,7.2,2.5,8.931,.677
20260123,29400,6.8,7,7.8,2.8,8.614,.828
20260122,29300,6.8,4.7,7.6,2.6,7.327,.947
20260121,29160,6.8,6.8,7.2,2.5,7.8,.753
20260120,29930,6.9,4.1,7.3,2.5,8.035,.963
20260119,30770,6.7,6.1,7.4,2.4,8.676,.852
20260118,30980,6.7,8.6,7.9,2.6,8.025,.723
20260117,30870,6.7,5.1,7.2,2.4,8.123,.992
20260116,29860,6.7,6.2,7.5,2.7,8.147,0.916
20260115,28740,6.8,6.5,6.7,5.7,9.153,.482
20260114,28570,6.8,5.6,7,2.7,8.871,.840
20260113,28500,6.9,4.2,7,4.7,9.367,.945
20260112,29590,6.8,7.5,7.4,3.8,7.969,.841
20260111,29560,6.7,7.7,7.2,3.3,6.943,.540
20260110,29930,6.8,4.6,7.1,3.3,7.857,.662
20260109,30020,6.7,6.2,6.8,2.8,7.803,.757
20260108,30520,6.8,4.3,7.1,3.2,12.489,.736
20260107,32050,6.7,4.2,6.6,3.1,11.473,.284
20260106,32450,6.7,2.7,6.4,3.4,7.271,.318
20260105,32330,6.7,5.4,6.5,3.1,8.635,.833
20260104,32460,6.7,4.9,6.6,3.2,8.278,.880
20260103,30720,6.9,4.5,6.1,2.9,8.150,.446
20260102,30840,6.7,6.8,6.5,2.8,8.587,.519
20260101,30420,6.9,4.6,6.3,2.7,7.234,.175
20251231,30660,6.8,6.8,6.4,2.7,6.998,.731
20251230,30380,6.8,3.8,6.4,2.6,8.537,.643
20251229,30260,6.8,7.6,6.6,2.6,8.584,1.089
20251228,29990,6.9,6.9,6.5,2.7,7.038,.560
20251227,29720,6.8,3.8,6.5,2.7,7.292,.688
20251226,29480,6.9,5.3,6.5,2.6,7.854,0.962
20251225,30950,6.9,5.4,5.5,2.5,4.760,0
20251224,47060,6.8,4.7,7,3.1,7.665,.832
20251223,30590,6.7,4.6,6.9,2.5,8.597,.997
20251222,30850,6.8,3.,7,2.7,6.925,.381
20251221,31390,6.7,3.8,6.4,2.3,6.850,.243
20251220,30700,6.7,4.3,6.5,2.5,7.325,.709
20251219,29930,6.7,5.6,6.4,2.5,6.912,.702
20251218,30410,6.7,3.7,6.6,2.7,6.609,.589
20251217,29990,6.7,4,6.5,2.5,6.898,.585
20251216,29560,6.9,4.2,6.3,2.6,6.990,.612
20251215,30220,6.8,5.5,6.8,2.7,7.361,.810
20251214,30110,6.6,8.1,6.6,2.6,7.340,.709
20251213,30320,6.6,2.1,6.6,2.6,6.326,.431
20251212,29880,6.6,4.2,6.8,2.6,6.179,.346
20251211,30210,6.6,5.7,6.2,2.8,7.141,.910
20251210,30090,6.7,6.1,6.1,2.9,6.123,.568
20251209,29810,6.7,4.6,6.3,2.9,6.291,.571
20251208,30830,6.7,6.2,6.2,2.8,6.841,.887
20251207,31280,6.7,7.7,6.3,2.9,6.297,.656
20251206,31760,6.6,5.9,6.1,2.6,6.333,.779
20251205,29340,6.6,5.6,6.2,2.7,5.967,.463
20251204,31170,6.6,4.2,6.8,2.4,5.729,.5
20251203,30960,6.6,7.9,7.2,2.5,5.4,.518
20251202,31730,6.7,3.6,6.7,2.4,5.987,.325
20251201,31650,6.7,5.2,6.8,2.6,5.868,.801
20251130,31380,6.7,5.8,6.6,2.8,5.623,.719
20251129,31460,6.8,3.3,6.4,2.5,5.757,.511
20251128,32630,6.7,3.9,6.3,2.7,6.161,.208
20251127,31240,6.8,3.7,6.4,2.4,6.110,.490
20251126,32790,6.8,4.3,5.9,2.5,6.163,.689
20251125,31840,6.6,4.2,5.9,2.7,6.062,.563
20251124,31890,6.6,3.8,6,2.9,6.351,.848
20251123,31330,6,6.2,5.8,2.4,7.214,.933
20251122,31640,6.7,2.1,5.8,2.2,7.018,.760
20251121,32630,6.7,3.1,5.9,2.5,6.654,.695
20251120,33680,6.6,2.9,6.0,2.3,6.925,.293
20251119,31420,6.7,2.6,6.1,2.2,7.388,.099
20251118,287120,6.5,2.2,6.1,2.3,7.688,.776
20251117,32830,6.5,3.7,5.7,2.2,6.794,.630
20251116,31340,6.3,4.2,5.8,2.1,6.473,.686
20251115,31390,6.6,3.2,5.6,2.1,5.960,.420
20251114,32490,6.6,5.4,5.5,2.1,6.462,.457
20251113,32830,6.5,2.7,5.8,2.2,5.318,.189
20251112,33490,6.4,1.4,5.5,1.6,5.318,.189
20251111,35080,6.3,2.8,5.7,1.1,5.318,.189
20251110,33870,6.8,3.7,5.6,1.6,5.648,.269
20251109,51830,6.8,2.5,5.1,1.0,5.559,.159
20251108,37530,6.7,4.2,6.1,1.1,6.786,.508
20251107,31140,6.7,3.7,5.9,1.3,6.918,.559
20251106,31630,6.8,3.5,5.6,1.2,7.289,.580
20251105,33530,6.9,2.9,5.9,1.3,7.508,.757
20251104,33540,6.8,3.4,6,1,7.439,.767
20251103,34440,6.9,2.9,5.9,1,7.653,.592
20251102,34070,7.1,2.6,5.7,1,7.561,.651
20251101,33790,6.7,2.5,5.4,1,7.197,.623
20251031,33240,6.7,2.9,6,1.2,7.365,.661
20251030,34720,6.8,2.1,5.6,1.2,7.109,.688
20251029,34950,7,3.3,5.3,1,6.893,.667
20251028,34410,6.9,3.2,5.8,1,5.626,.690
20251027,34170,6.7,2.4,5.7,1,5.626,.671
20251026,33400,6.7,1.1,5.1,1,5.404,.902
20251025,34800,6.7,4.5,5,1,4.343,.771
20251024,45210,6.6,2.4,5.4,1,5.837,.845
20251023,35890,6.7,3.1,5.8,0.9,5.929,.513
20251022,36450,6.8,2.7,5.5,1,6.051,.727
20251021,35340,6.8,3.5,5.8,1,6.415,.592
20251020,35090,6.9,3.6,5.3,1.2,6.840,.935
20251019,35870,6.8,5.5,5.1,1,5.608,.626
20251018,44330,6.8,4.1,5.1,1,6.122,.637
20251017,35910,6.8,3.7,5,1.3,4.259,.858
20251016,49660,6.7,3,5.6,1.3,7.689,1.090
20251015,34630,6.9,5.8,5.7,1.7,6.719,.874
20251014,44210,6.8,3.3,5.7,2,8.584,.564
20251013,33560,6.7,4,5.9,2.1,8.107,.596
20251012,33740,6.8,1.3,5.5,1.4,7.747,.632
20251011,34920,6.8,3.2,5.4,1.5,7.651,.705
20251010,38310,6.8,.9,5.3,2.1,8.201,.878
20251009,33730,6.8,2.2,5.3,1.5,8.250,.580
20251008,35040,6.9,4.4,5.4,1.7,8.477,.403
20251007,37550,6.9,3.7,5.9,1.4,7.867,.157
20251006,38780,6.9,3.3,4.6,1.7,6.338,.767
20251005,41900,6.9,3.6,4.6,1.1,5.105,.868
20251004,56060,6.8,3.7,3.9,1.2,2.799,.428
20251003,52100,6.8,4.9,5.8,1.5,7.305,.653
20251002,32070,6.8,4,5.8,1.2,8.650,.864
20251001,32380,6.9,5.5,5.4,1.5,7.848,0.467
20250930,32270,6.8,5.7,5.3,1.4,8.253,0.804
20250929,32720,6.9,1.9,5.7,1.4,8.199,.614
20250928,34010,6.8,5.3,5.5,1.4,7.865,.701
20250927,32070,6.7,5.5,5.1,1.1,6.770,.550
20250926,33790,6.8,6.1,5.5,1.2,6.792,.826
20250925,34950,6.6,6.7,5.2,1.6,7.112,.681
20250924,35360,6.6,.1,5.0,1.7,7.034,.523
20250923,35860,6.6,4,5.3,1.6,7.744,1.084
20250922,33740,6.8,4.4,5,2.7,7.482,1.263
20250921,34770,6.8,1,4.7,1.2,5.632,.599
20250920,43850,6.6,2,5.1,1.8,7.783,.725
20250919,32380,6.8,3.6,4.8,1.1,7.784,.703
20250918,32070,6.8,2.3,5,1.3,7.220,.237
20250917,36350,6.6,3,4.8,1.3,8.008,.451
20250916,33150,6.6,2.8,4.6,1,7.781,.695
20250915,33770,6.7,2.8,4.4,1.1,7.546,.855
20250914,36230,6.7,4.4,4.4,1,4.670,1.052
20250913,47730,6.6,2.8,5.2,1.5,8.236,.649
20250912,33040,6.7,3,4.4,2.8,6.788,.647
20250911,32730,6.7,1.9,4.4,2.8,6.788,.647
20250910,33670,6.8,2.7,5.3,2.8,6.788,.647
20250909,37770,6.7,2.1,5.5,2.8,6.789,.647
20250908,34380,6.8,3,5.3,2.8,6.788,.647
20250907,33900,6.7,2.8,5,2.8,6.788,.647
20250906,33650,6.5,3.6,4.7,1.8,6.468,.439
20250905,33630,6.7,2.9,4.6,2.3,6.470,.555
20250904,34080,6.57,2.4,4.7,1.8,6.568,.459
20250903,34640,6.6,1.7,4.3,1.6,6.246,.755
20250902,33860,6.6,2.4,5.2,1.7,6.482,.656
20250901,40280,6.9,2.5,5.2,1.5,8,.673
20250831,32490,6.8,2,5.1,1.5,7.003,.677
20250830,32920,6.7,1.1,4.8,1.6,6.271,.510
20250829,34390,6.7,1.2,4.6,1.4,6.757,.617
20250828,34690,6.7,1,4.8,1.4,5.699,.898
20250827,34380,6.7,2.2,4.7,1.5,5.476,.601
20250826,33830,6.7,1.4,4.4,1.4,5.511,.622
20250825,35060,6.8,1.3,4.8,1.2,5.915,.605
20250824,34730,6.8,1.1,4.9,1.2,5.088,.634
20250823,35020,6.8,2.7,4.6,1.3,4.898,.404
20250822,35770,6.8,1.7,4.7,1.2,5.946,.953
20250821,36000,6.7,2.3,4.4,1.2,5.230,.615
20250820,36470,6.7,3.5,4.3,1.1,5.266,.517
20250819,36800,6.8,2.8,4.5,1.2,5.075,.816
20250818,37810,6.8,1.3,4.5,1.3,5.368,.731
20250817,37920,6.8,2.7,4.5,1.3,4.101,.728
20250816,40030,6.9,2.2.2,4.1,1.2,3.928,.73
20250815,42700,6.9,2.6,3.7,1.3,3.267,.613
20250814,49600,6.9,1.4,3.7,1.3,2.063,.826
20250813,65820,6.9,2.3,2.9,1.2,2.204,.784
20250812,73500,6.8,2.2,3.1,1.3,1.474,.598
20250811,52760,6.8,1.6,3.9,1.3,2.941,.98
20250810,59310,6.3,1.9,4.8,2.2,5.049,.419
20250809,42710,6.7,3.8,4.6,1.3,6.177,.803
20250808,35700,6.5,1.2,4.6,1.3,5.926,.835
20250807,35500,6.5,1.6,4.8,1.3,5.488,.679
20250806,40230,6.7,1.4,4.7,1.2,5.661,.917
20250805,39410,6.6,1.4,4.7,1.2,5.661,.917
20250804,44370,6.6,1.2,5.9,2.2,7.253,.459
20250803,39860,6.7,1.8,5.1,1.5,6.989,.823
20250802,36680,6.7,0.4,5.1,1.7,7.228,.507
20250801,35020,6.6,1.5,4.6,.4,7.093,.526
20250731,34210,6.7,0.5,5.1,1.4,8.741,.719
20250730,33930,6.7,1.8,5.1,1.5,7.983,.698
20250729,34630,6.7,1.3,4.8,1.4,7.197,.249
20250728,36510,6.6,2,4.7,1.3,7.413,.607
20250727,35650,6.5,1.3,4.7,1.3,6.151,.814
20250726,36840,6.7,1.0,4.7,1.3,7.609,.8
20250725,37810,6.7,0.7,5,1.4,7.448,.627
20250724,37080,6.6,1.1,4.3,1.3,6.658,.640
20250723,39170,6.7,1.1,4.5,1.4,5.235,.722
20250722,41620,6.9,1.5,4.3,1.5,5.543,.629
20250721,47470,6.7,.9,4.2,1.5,5.806,.727
20250720,61360,6.8,1.9,3.8,1.4,4.138,.765
20250719,65990,6.85,2.0,4.5,1.6,4.135,.493
20250718,54330,6.7,1,4,1.8,5.893,.517
20250717,39680,6.7,0.6,4.1,1.3,6.653,.792
20250716,43800,6.8,1.8,4.3,1.3,6.143,.642
20250715,57710,6.8,1.4,3.8,1.4,4.835,.267
20250714,74790,6.7,0.9,4.1,1.7,6.316,.275
20250713,43790,6.6,1.7,5.4,1.4,9.072,.631
20250712,33540,6.6,2.2,5.3,1.4,9.017,.644
20250711,33800,6.5,1.3,5.1,1.8,9.689,.455
20250710,34080,6.7,1,5.0,1.5,9.045,.761
20250709,34320,6.7,1.1,4.6,1.5,6.961,.521
20250708,34050,6.7,1.5,5.2,1.4,7.417,.580
20250707,35580,6.8,1.3,5.6,1.5,7.953,.613
20250706,35190,6.9,1,5.6,1.4,7.505,.540
20250705,33890,6.8,1.2,5.3,1.5,7.291,.396
20250704,34460,6.83,1.0,5.3,1.3,6.801,.286
20250703,36470,6.8,1.3,4.9,1.4,6.171,.521
20250702,36450,6.8,1.2,5.3,1.4,6.814,.520
20250701,37510,6.8,1.6,4.8,1.4,6.785,.472
20250630,39220,6.9,.9,4.9,1.4,7.828,.925
20250629,39670,6.8,1.2,4.7,1.4,7.291,.925
20250628,41050,6.7,1.5,4.4,1.4,6.490,.850
20250627,44690,6.8,2.1,4.1,1.4,6.293,.627
20250626,52170,6.8,2.5,3.7,1.5,6.178,.959
20250625,71528,6.8,3.1,3.4,1.5,4.207,.732
20250624,52510,6.7,1.6,4,1.4,5.510,.737
20250623,55120,6.9,1.4,4,1.5,3.959,.569
20250622,61990,6.8,1.3,4.2,1.7,4.244,.374
20250621,43440,6.6,1.2,4.7,1.7,5.221,.501
20250620,35680,6.6,1.1,4.4,1.8,4.624,.507
20250619,35600,6.7,3.3,4.3,1.6,4.052,.851
20250618,38520,6.7,3.1,4.3,1.6,3.221,.943
20250617,46530,6.7,2.7,4,1.6,2.751,.844
20250616,66850,6.8,2.7,3.6,1.5,3.856,.832
20250615,64280,6.7,1.8,3.3,1.6,3.026,.024
20250614,59440,6.6,1.3,4.6,2,6.653,.603
20250613,34010,6.6,3.5,5.2,1.4,6.564,.698
20250612,31860,6.6,1.7,5.3,1.6,7.039,.688
20250611,31720,6.6,1.4,5.6,1.6,7.333,.598
20250610,31560,6.5,2.5,5.2,1.8,7.280,.640
20250609,32720,6.6,3.1,5.5,1.8,7.285,.768
20250608,33190,6.6,2.7,5.8,2.3,7.576,.193
20250607,31410,6.8,1.2,5.6,1.7,7.408,.248
20250606,31080,6.9,1.8,5.6,1.5,5.554,.081
20250605,31810,6.8,0.7,5.5,1.6,5.969,.067
20250604,32770,6.8,1.7,5.5,1.8,6.075,.733
20250603,40100,6.7,1.1,5.7,1.8,6.075,.733
20250602,30920,6.7,1.6,5.8,1.7,6.075,.733
20250601,32790,6.75,1.7,5.7,1.6,6.075,.015
20250531,32760,6.4,.6,5.5,2.1,6.075,1.257
20250530,33470,6.8,1.4,5.5,1.5,4.91,.580
20250529,34340,6.9,1.4,5.2,1.4,5.659,.842
20250528,33810,6.7,1,5.5,1.5,5.432,.685
20250527,33880,6.7,2.5,5.4,1.5,6.126,.623
20250526,32630,6.7,1.9,5.4,1.3,7.2,.693
20250525,33040,6.9,1.7,5.6,1.4,6.529,.556
20250524,34820,6.9,1.3,5.2,1.3,6.702,.522
20250523,32600,6.84,1.9,5.2,1.4,6.335,.510
20250522,33020,6.85,1.5,5.5,1.5,6.780,.646
20250521,34390,6.7,2.9,4.7,1.4,6.187,.586
20250520,35410,6.6,2.2,4.5,1.6,6.032,.772
20250519,35390,6.6,2.5,4.3,1.3,6.624,.750
20250518,36130,6.8,1.3,4,1.5,4.381,0.202
20250517,48420,6.8,1.8,3.9,1.3,3.366,0.183
20250516,41460,6.8,1.3,5.5,1.6,6.860,.418
20250515,30520,6.8,.9,5.6,1.74,6.805,.675
20250514,31270,6.8,3.4,5.1,1.7,6.605,.549
20250513,31890,6.7,2.6,4.7,1.8,6.431,.838
20250512,33300,6.6,2.4,4.8,1.5,4.993,.821
20250511,34720,6.7,2,4.6,1.7,3.926,.843
20250510,45790,6.7,1.3,3.5,1.5,3.028,.054
20250509,46480,6.8,2,5.5,1.9,5.782,.941
20250508,30780,6.6,2.2,5.0,2.4,5.320,.738
20250507,32450,6.8,4.2,5.4,2.2,5.280,.331
20250506,36230,6.7,1.9,6,5.4,7.538,.621
20250505,29250,6.8,2.7,5.6,3,6.413,.891
20250504,29920,6.8,3,5.4,1.6,5.126,.543
20250503,33500,6.6,3.1,4.8,1.5,4.620,.884
20250502,36740,6.9,4.5,5,2,4.198,.288
20250501,38750,6.8,4.1,6,2.1,5.177,.642
20250430,31250,6.7,6.2,5.5,2.5,5.654,.705
20250429,31750,6.7,1.2,5.2,3.1,5.731,.631
20250428,33820,6.8,1.2,5.6,1.6,6.268,.853
20250427,32090,6.8,1.2,5.5,1.7,5.419,.772
20250426,32540,6.8,1.8,5.2,1.9,5.402,.673
20250425,35450,6.7,4.2,4.6,1.6,5.245,1.092
20250424,38350,6.8,2.7,4.5,1.4,4.851,.925
20250423,47660,6.8,3.9,4.2,1.7,2.902,.507
20250422,48170,6.7,3.4,5.7,1.8,5.285,0.859
20250421,39910,6.9,2.7,5.9,1.9,5.463,.737
20250420,36730,6.9,2.9,5.8,1.8,5.637,.714
20250419,35140,6.8,1.5,5.6,2,4.710,.959
20250418,35320,6.7,2.29,5.5,2,5.644,.621
20250417,34120,6.7,3.7,5.4,1.9,5.702,.864
20250416,33430,6.7,3.1,5.5,2.2,6.307,1.284
20250415,33050,6.7,3.8,4.7,1.6,5.891,1.143
20250414,40030,6.8,3.5,5.4,1.8,6.123,.422
20250413,45480,6.8,3.7,5.5,2.5,6.827,.411
20250412,36060,6.9,1.7,6.1,1.6,6.604,.522
20250411,32270,6.9,2.8,5.8,1.6,6.922,.405
20250410,30680,6.9,2.8,4.7,1.6,9.934,.382
20250409,30800,6.8,3.9,4.5,1.6,8.735,.229
20250408,30780,7,1.8,4.4,1.7,9.340,0.863
20250407,31440,6.8,2.3,4.5,1.6,9.704,.756
20250406,31380,6.8,1.5,4.9,1.7,9.808,.806
20250405,30190,6.8,1.3,4.7,1.9,9.448,.526
20250404,31090,6.8,0.9,4.4,1.9,9.649,.692
20250403,30340,6.5,1.4,4.6,1.5,8.847,.685
20250402,31280,6.6,3.1,4.9,1.8,9.163,.626
20250401,30940,6.7,5.1,5.6,1.8,8.553,.620
20250331,30840,6.8,2.7,6.4,1.6,8.967,.789
20250330,30930,6.8,3.8,5.6,1.6,8.727,1.049
20250329,31840,6.6,7.4,5.9,1.8,8.695,.695
20250328,34010,6.7,8.2,5.5,1.9,8.340,.374
20250327,46320,6.7,5.4,5.9,1.8,10.843,1.149
20250326,35230,6.7,4.2,5.9,1.5,10.013,.779
20250325,31180,6.7,4.5,6.1,1.8,10.211,.454
20250324,32140,6.6,4,6.6,1.8,10.576,.755
20250323,31450,6.7,4.9,6.5,2.2,9.728,.827
20250322,30920,6.8,3.9,5.9,1.9,9.990,.718
20250321,32200,6.7,4.4,5.5,1.8,10.233,.991
20250320,31570,6.7,2,6.1,2.4,10.365,.659
20250319,32900,6.7,2.3,6.1,1.8,9.836,.937
20250318,30960,6.7,2.0,5.7,1.6,10.444,1.131
20250317,31740,6.5,2.1,5.6,1.8,9.450,.654
20250316,40450,6.6,2.6,6.1,1.7,9.691,.360
20250315,35280,6.6,3.8,5.7,1.7,9.843,.744
20250314,30420,6.6,2.1,5.5,1.7,10.166,.841
20250313,31490,6.7,3.6,6.1,1.6,10.002,.758
20250312,30430,6.6,5.3,5.9,1.6,10.299,.917
20250311,29430,6.7,4.5,5.9,1.7,10.313,.793
20250310,29980,6.7,4.5,6.1,1.7,10.143,0.725
20250309,30440,7.4,7.8,6,1.7,9.032,0.885
20250308,29760,6.6,4.8,5.9,1.7,8.349,0.737
20250307,31250,6.7,3.9,5.7,1.9,8.851,.872
20250306,29990,6.4,5.4,5.5,1.8,8.740,1.066
20250305,34640,6.6,5.7,5.2,1.8,7.279,.434
20250304,47720,6.6,5.6,5.9,1.8,8.651,.410
20250303,44520,6.8,2.8,6.1,2.3,10.324,.579
20250302,33340,6.6,8.6,6.1,1.8,10.131,1.011
