date,임랑해수욕장_정점명,임랑해수욕장_정점코드,임랑해수욕장_유속(cm/s),임랑해수욕장_유향(deg),임랑해수욕장_수온(℃),임랑해수욕장_염분(PSU),임랑해수욕장_유의파고(m),임랑해수욕장_유의파주기(sec),임랑해수욕장_최대파고(m),임랑해수욕장_최대파주기(sec),임랑해수욕장_풍속(m/s),임랑해수욕장_풍향(deg),임랑해수욕장_기온(℃),임랑해수욕장_기압(hPa),임랑해수욕장_시정(m),송정_정점명,송정_정점코드,송정_유속(cm/s),송정_유향(deg),송정_수온(℃),송정_염분(PSU),송정_유의파고(m),송정_유의파주기(sec),송정_최대파고(m),송정_최대파주기(sec),송정_풍속(m/s),송정_풍향(deg),송정_기온(℃),송정_기압(hPa),송정_시정(m)
2020-05-30,,,9.9,71.0,16.9,33.4,,,,,,,,,,,,14.733333333333334,134.45833333333334,16.745833333333334,34.19166666666667,0.4,,0.7,,4.5,179.3125,17.497916666666665,1017.8395833333334,
2020-05-31,,,5.86595744680851,172.40425531914894,16.85531914893617,33.4531914893617,,,,,,,,,,,,17.833333333333332,187.79166666666666,17.533333333333335,34.24375,0.7,,0.9,,4.4,213.35416666666666,18.4375,1012.7770833333334,
2020-06-01,,,6.199999999999999,146.0,17.376595744680852,33.306382978723406,,,,,,,,,,,,14.393749999999999,121.77083333333333,17.627083333333335,34.28333333333333,0.7,,1.1,,9.9,221.625,19.397916666666667,1008.0708333333333,
2020-06-02,,,5.772916666666667,194.83333333333334,17.295833333333334,33.36875,,,,,,,,,,,,16.704166666666666,180.22916666666666,17.241666666666667,34.295833333333334,0.7,,1.1,,9.7,220.3125,18.90625,1007.56875,
2020-06-03,,,6.208333333333333,224.25,16.90625,33.30833333333333,,,,,,,,,,,,13.7,216.0,17.9,34.2,0.3,,0.5,,2.3,251.0,21.6,1005.9,
2020-06-04,,,7.522916666666667,187.91666666666666,16.933333333333334,33.354166666666664,,,,,,,,,,,,21.45625,154.125,16.166666666666668,34.4125,0.9,,1.3,,10.2,198.29166666666666,18.139583333333334,1002.9541666666668,
2020-06-05,,,8.558333333333334,198.625,17.14375,33.30625,,,,,,,,,,,,28.78333333333333,166.89583333333334,15.793750000000001,34.44375,0.6,,0.9,,6.2,139.10416666666666,19.320833333333333,1006.7875,
2020-06-06,,,9.336170212765957,217.93617021276594,17.07659574468085,33.32765957446808,,,,,,,,,,,,34.46875,114.04166666666667,16.933333333333334,34.21666666666667,0.7,,1.2,,9.0,64.9375,18.681250000000002,1009.8729166666667,
2020-06-07,,,9.450000000000001,218.54166666666666,17.29375,33.229166666666664,,,,,,,,,,,,34.31041666666667,163.89583333333334,18.072916666666668,33.96875,1.1,,1.8,,5.6,135.6875,18.789583333333333,1012.50625,
2020-06-08,,,10.942553191489361,199.9787234042553,17.327659574468086,33.138297872340424,,,,,,,,,,,,26.508333333333336,168.875,18.495833333333334,33.96458333333333,0.6,,1.0,,5.4,244.33333333333334,19.747916666666665,1014.775,
2020-06-09,,,9.714893617021277,215.10638297872342,17.57659574468085,33.03191489361702,,,,,,,,,,,,27.46666666666667,161.0,18.229166666666668,34.0,0.6,,0.9,,5.6,244.125,20.402083333333334,1014.9,
2020-06-10,,,8.565957446808511,208.14893617021278,18.059574468085106,32.85531914893617,,,,,,,,,,,,17.217021276595744,147.25531914893617,18.314893617021276,34.02978723404256,0.9,,1.3,,6.6,226.29787234042553,21.41063829787234,1010.2617021276596,
2020-06-11,,,6.4125000000000005,189.5,18.058333333333334,32.49375,,,,,,,,,,,,17.095744680851062,155.87234042553192,17.77872340425532,33.98510638297872,0.7,,0.9,,6.5,161.45833333333334,20.131249999999998,1003.3874999999999,
2020-06-12,,,6.1937500000000005,189.8125,18.368750000000002,32.114583333333336,,,,,,,,,,,,10.754166666666668,141.91666666666666,18.260416666666668,33.7875,0.9,,1.2,,9.7,179.20833333333334,19.585416666666667,1004.8874999999999,
2020-06-13,,,4.533333333333333,157.5625,18.304166666666667,31.68958333333333,,,,,,,,,,,,16.152083333333334,129.02083333333334,18.675,33.025,0.8,,1.2,,6.9,147.25,20.3,1005.2916666666666,
2020-06-14,,,9.870212765957445,204.5744680851064,19.193617021276598,30.85531914893617,,,,,,,,,,,,10.545833333333333,101.625,18.566666666666666,32.61666666666667,1.1,,1.8,,10.0,211.0,21.039583333333333,1003.1458333333334,
2020-06-15,,,4.76595744680851,205.51063829787233,19.374468085106383,30.19148936170213,,,,,,,,,,,,9.418750000000001,121.79166666666667,18.058333333333334,32.4125,1.0,,2.0,,9.0,239.33333333333334,21.08125,1004.9854166666668,
2020-06-16,,,5.587234042553192,154.59574468085106,19.5468085106383,29.893617021276597,,,,,,,,,,,,8.295833333333333,164.125,17.860416666666666,32.454166666666666,0.6,,1.0,,7.9,165.1875,20.4875,1005.8666666666667,
2020-06-17,,,5.593617021276596,239.04255319148936,19.43404255319149,29.151063829787233,,,,,,,,,,,,17.691666666666666,137.16666666666666,19.591666666666665,31.60625,0.4,,0.8,,4.4,226.08333333333334,20.45625,1006.1083333333332,
2020-06-18,,,9.297872340425531,213.08510638297872,18.825531914893617,28.427659574468084,,,,,,,,,,,,20.870833333333334,143.0,19.40625,31.8125,1.2,,1.7,,8.1,141.54166666666666,18.868750000000002,1003.2312499999999,
2020-06-19,,,8.139583333333333,165.54166666666666,18.383333333333333,27.43958333333333,,,,,,,,,,,,23.79375,199.16666666666666,19.40625,31.118750000000002,1.7,,2.3,,10.9,37.166666666666664,20.302083333333332,1005.2083333333334,
2020-06-20,,,10.06875,193.5625,18.464583333333334,26.208333333333332,,,,,,,,,,,,18.337500000000002,133.97916666666666,20.095833333333335,30.566666666666666,1.0,,1.5,,4.9,73.70833333333333,20.439583333333335,1011.4125,
2020-06-21,,,10.046808510638298,239.0212765957447,18.631914893617022,24.895744680851063,,,,,,,,,,,,23.34375,210.1875,20.685416666666665,30.93541666666667,0.9,,1.3,,8.3,105.95833333333333,20.075,1009.1854166666667,
2020-06-22,,,11.568085106382979,210.85106382978722,18.906382978723403,23.419148936170213,,,,,,,,,,,,20.414583333333333,167.3125,21.083333333333332,31.16875,0.8,,1.4,,4.6,231.16666666666666,20.908333333333335,1009.1125000000001,
2020-06-23,,,10.740425531914894,189.10638297872342,18.99787234042553,22.60851063829787,,,,,,,,,,,,26.795833333333334,197.77083333333334,20.939583333333335,31.335416666666664,0.4,,0.6,,2.9,190.97916666666666,21.929166666666664,1010.1458333333334,
2020-06-24,,,11.889583333333334,205.1875,18.927083333333332,22.333333333333332,,,,,,,,,,,,23.804255319148936,196.68085106382978,20.851063829787233,31.43191489361702,0.9,,1.3,,5.0,198.3125,21.416666666666668,1006.94375,
2020-06-25,,,11.527083333333332,167.47916666666666,19.029166666666665,21.89375,,,,,,,,,,,,23.506249999999998,180.29166666666666,19.885416666666668,30.631249999999998,1.5,,2.1,,8.3,204.8125,20.904166666666665,1002.4895833333334,
2020-06-26,,,8.839583333333334,217.47916666666666,19.295833333333334,21.53333333333333,,,,,,,,,,,,19.691666666666666,151.91666666666666,19.164583333333333,29.34166666666667,0.7,,1.1,,9.6,205.9375,21.05,1005.0625,
2020-06-27,,,7.78125,210.70833333333334,19.104166666666668,21.275000000000002,,,,,,,,,,,,22.858333333333334,140.0,17.806250000000002,25.820833333333336,0.6,,0.9,,6.6,209.3125,20.614583333333332,1004.8145833333333,
2020-06-28,,,6.685106382978723,193.53191489361703,19.22340425531915,20.951063829787234,,,,,,,,,,,,22.43958333333333,201.70833333333334,17.900000000000002,27.075,0.5,,0.8,,2.9,145.125,21.537499999999998,1003.9916666666667,
2020-06-29,,,7.085416666666667,139.20833333333334,19.208333333333332,20.4875,,,,,,,,,,,,19.575,188.22916666666666,18.585416666666667,26.947916666666668,1.7,,2.3,,11.6,109.33333333333333,20.520833333333332,1004.8354166666667,
2020-06-30,,,11.6,46.0,18.6,20.4,,,,,,,,,,,,24.34375,123.20833333333333,18.433333333333334,26.610416666666666,2.4,,4.1,,16.2,205.39583333333334,20.46875,991.7687500000001,
2020-07-01,,,9.074468085106384,258.6170212765957,19.64468085106383,20.02978723404255,,,,,,,,,,,,17.116666666666667,156.70833333333334,16.372916666666665,27.24791666666667,1.1,,1.7,,6.3,160.54166666666666,18.662499999999998,1003.2833333333333,
2020-07-02,,,6.760416666666667,182.08333333333334,19.164583333333333,20.10833333333333,,,,,,,,,,,,24.037499999999998,177.35416666666666,16.939583333333335,26.589583333333334,0.9,,1.3,,4.0,189.04166666666666,19.577083333333334,1011.2270833333333,
2020-07-03,,,9.039583333333333,219.22916666666666,18.5625,19.693749999999998,,,,,,,,,,,,31.96808510638298,212.2127659574468,17.227659574468085,25.929787234042553,0.8,,1.2,,8.3,75.47916666666667,19.760416666666668,1011.19375,
2020-07-04,,,10.352083333333333,188.39583333333334,18.489583333333332,19.443749999999998,,,,,,,,,,,,28.0,96.0,17.8,23.9,0.7,,1.0,,5.5,14.0,19.3,1008.2,
2020-07-05,,,11.835416666666667,204.20833333333334,18.722916666666666,18.947916666666668,,,,,,,,,,,,21.764583333333334,154.75,19.064583333333335,24.239583333333332,0.8,,1.1,,5.3,197.14583333333334,20.077083333333334,1005.0812500000001,
2020-07-06,,,9.62127659574468,207.08510638297872,18.54468085106383,18.71489361702128,,,,,,,,,,,,28.24791666666667,106.04166666666667,18.21875,24.212500000000002,0.6,,0.8,,6.0,201.85416666666666,20.452083333333334,1001.8458333333333,
2020-07-07,,,10.320833333333333,204.02083333333334,18.568749999999998,18.579166666666666,,,,,,,,,,,,23.368750000000002,150.125,17.833333333333332,24.802083333333332,0.9,,1.3,,12.0,202.77083333333334,20.185416666666665,1003.1895833333333,
2020-07-08,,,11.011111111111111,203.06666666666666,18.793333333333333,18.38222222222222,,,,,,,,,,,,30.03333333333333,205.04166666666666,16.945833333333333,25.0,0.9,,1.2,,4.4,176.72916666666666,20.420833333333334,1004.525,
2020-07-09,,,9.55531914893617,231.74468085106383,18.717021276595744,18.112765957446808,,,,,,,,,,,,24.085416666666664,160.52083333333334,17.333333333333332,26.81458333333333,0.7,,1.1,,6.2,56.458333333333336,19.822916666666668,1005.7958333333332,
2020-07-10,,,8.21875,179.58333333333334,18.8625,17.941666666666666,,,,,,,,,,,,18.938297872340424,165.5744680851064,18.159574468085108,27.595744680851062,2.4,,3.6,,9.4,157.83333333333334,21.097916666666666,1001.7479166666667,
2020-07-11,,,8.470833333333333,222.39583333333334,19.383333333333333,17.464583333333334,,,,,,,,,,,,15.820833333333333,187.89583333333334,17.935416666666665,27.633333333333336,1.8,,2.1,,8.6,128.97916666666666,20.335416666666667,1006.6458333333334,
2020-07-12,,,8.491489361702127,142.9787234042553,19.27446808510638,17.129787234042553,,,,,,,,,,,,36.05833333333333,229.5625,18.895833333333332,27.33125,0.6,,0.9,,7.4,56.916666666666664,19.720833333333335,1011.4541666666668,
2020-07-13,,,7.602083333333333,87.375,19.45625,16.589583333333334,,,,,,,,,,,,22.527083333333334,243.29166666666666,19.652083333333334,25.275000000000002,1.6,,2.5,,8.8,153.5,19.629166666666666,1004.2354166666668,
2020-07-14,,,8.581249999999999,182.08333333333334,20.004166666666666,16.693749999999998,,,,,,,,,,,,19.787499999999998,232.27083333333334,20.10625,23.554166666666664,1.4,,2.1,,4.8,73.45833333333333,19.672916666666666,1002.9083333333333,
2020-07-15,,,7.954166666666667,198.58333333333334,20.068749999999998,16.702083333333334,,,,,,,,,,,,22.183333333333334,219.125,20.929166666666667,23.489583333333332,0.8,,1.2,,5.6,39.6875,19.922916666666666,1005.8833333333333,
2020-07-16,,,12.247916666666667,140.29166666666666,20.70625,15.96875,,,,,,,,,,,,12.049999999999999,173.20833333333334,21.572916666666668,23.21666666666667,0.8,,1.2,,5.2,137.91666666666666,20.724999999999998,1007.3270833333332,
2020-07-17,,,10.333333333333334,218.70833333333334,21.34583333333333,14.829166666666666,,,,,,,,,,,,13.041666666666666,188.9375,22.40833333333333,22.558333333333334,0.7,,1.0,,6.8,144.52083333333334,20.991666666666667,1009.2854166666666,
2020-07-18,,,10.606250000000001,191.08333333333334,21.508333333333336,14.61875,,,,,,,,,,,,15.833333333333334,186.5625,22.660416666666666,22.289583333333336,0.7,,1.0,,5.1,157.89583333333334,21.691666666666666,1010.3020833333334,
2020-07-19,,,9.452083333333333,144.85416666666666,21.585416666666664,14.529166666666667,,,,,,,,,,,,20.33191489361702,175.63829787234042,22.85531914893617,22.572340425531916,0.8,,1.1,,10.7,88.29166666666667,23.12291666666667,1008.9604166666667,
2020-07-20,,,10.040425531914893,219.38297872340425,21.417021276595744,14.834042553191491,,,,,,,,,,,,21.93541666666667,105.89583333333333,21.78333333333333,21.604166666666668,1.3,,2.1,,10.9,206.0,23.839583333333334,1007.225,
2020-07-21,,,8.010416666666666,171.85416666666666,20.90625,14.866666666666667,,,,,,,,,,,,30.460416666666664,134.625,19.622916666666665,22.193749999999998,1.2,,1.6,,6.9,190.9375,22.462500000000002,1011.0749999999999,
2020-07-22,,,11.366666666666667,203.16666666666666,20.095833333333335,15.102083333333333,,,,,,,,,,,,21.602083333333336,193.35416666666666,20.104166666666668,21.427083333333332,0.8,,0.9,,4.7,95.27083333333333,21.727083333333336,1010.5166666666668,
2020-07-23,,,11.131914893617022,157.6595744680851,19.47872340425532,15.28936170212766,,,,,,,,,,,,21.520833333333332,184.5625,20.685416666666665,21.181250000000002,1.9,,2.6,,10.8,72.25,21.633333333333336,1008.1895833333333,
2020-07-24,,,8.287234042553191,215.40425531914894,19.61063829787234,15.72127659574468,,,,,,,,,,,,15.272916666666667,132.66666666666666,20.872916666666665,20.037499999999998,2.0,,2.6,,9.9,202.4375,21.868750000000002,998.93125,
2020-07-25,,,7.8021276595744675,217.63829787234042,19.651063829787233,15.678723404255319,,,,,,,,,,,,14.720833333333333,142.85416666666666,19.002083333333335,22.8,1.5,,1.9,,8.4,199.27083333333334,20.114583333333332,1001.8083333333334,
2020-07-26,,,8.333333333333334,165.64583333333334,19.55,15.210416666666667,,,,,,,,,,,,15.289583333333333,159.52083333333334,18.099999999999998,24.089583333333334,1.0,,1.3,,6.5,208.91666666666666,20.789583333333333,1007.725,
2020-07-27,,,12.870833333333332,209.29166666666666,19.310416666666665,14.897916666666667,,,,,,,,,,,,17.2375,191.1875,18.14375,24.004166666666666,0.7,,1.0,,6.3,78.47916666666667,20.572916666666668,1008.9812499999999,
2020-07-28,,,19.78723404255319,108.82978723404256,20.261702127659575,14.185106382978724,,,,,,,,,,,,13.804166666666667,175.9375,19.029166666666665,21.033333333333335,0.9,,1.5,,4.5,87.54166666666667,20.879166666666666,1011.1208333333334,
2020-07-29,,,14.908510638297873,185.19148936170214,20.619148936170212,13.680851063829786,,,,,,,,,,,,15.3125,216.27083333333334,20.114583333333332,21.077083333333334,0.5,,0.8,,4.7,103.79166666666667,21.379166666666666,1013.3229166666666,
2020-07-30,,,10.711627906976744,142.95348837209303,21.3,20.82790697674419,,,,,,,,,,,,14.902083333333332,189.16666666666666,21.127083333333335,22.05,0.4,,0.7,,6.0,212.79166666666666,22.6125,1014.2604166666666,
2020-07-31,,,14.4,320.0,21.3,30.7,,,,,,,,,,,,14.308333333333332,148.89583333333334,21.004166666666666,22.287499999999998,0.6,,0.9,,6.9,184.08333333333334,23.816666666666666,1013.2020833333332,
2020-08-01,,,14.385106382978725,243.46808510638297,21.897872340425533,30.582978723404256,,,,,,,,,,,,12.272916666666667,186.47916666666666,20.4375,22.71666666666667,0.7,,1.0,,8.9,201.0,23.447916666666668,1011.4104166666666,
2020-08-02,,,13.491666666666667,222.08333333333334,21.662499999999998,30.868750000000002,,,,,,,,,,,,14.8125,205.16666666666666,19.220833333333335,22.852083333333336,0.7,,1.2,,9.7,201.79166666666666,22.447916666666668,1010.0625,
2020-08-03,,,12.542553191489361,220.72340425531914,21.52340425531915,31.131914893617022,,,,,,,,,,,,18.935416666666665,188.60416666666666,17.039583333333333,22.620833333333334,0.7,,1.2,,9.4,208.04166666666666,21.710416666666664,1010.0041666666666,
2020-08-04,,,12.4125,184.91666666666666,20.462500000000002,31.766666666666666,,,,,,,,,,,,5.9,179.0,16.9,23.1,0.3,,0.4,,3.9,226.0,22.3,1011.0,
2020-08-05,,,14.029166666666667,185.29166666666666,20.766666666666666,31.881249999999998,,,,,,,,,,,,21.554166666666664,103.89583333333333,16.320833333333333,33.550000000000004,1.0,,1.3,,9.3,205.83333333333334,22.34166666666667,1013.8770833333333,
2020-08-06,,,17.852083333333333,192.70833333333334,21.216666666666665,31.620833333333334,,,,,,,,,,,,23.958333333333332,109.20833333333333,15.708333333333334,33.75208333333333,1.3,,1.8,,12.1,209.79166666666666,21.579166666666666,1008.6208333333334,
2020-08-07,,,9.591489361702127,223.6595744680851,20.71276595744681,31.69148936170213,,,,,,,,,,,,25.652083333333334,161.08333333333334,14.702083333333334,33.956250000000004,1.1,,1.5,,7.5,195.625,20.058333333333334,1007.1333333333333,
2020-08-08,,,13.23191489361702,198.72340425531914,21.06382978723404,31.134042553191488,,,,,,,,,,,,20.0,184.22916666666666,15.049999999999999,33.229166666666664,1.0,,1.8,,7.6,193.1875,20.474999999999998,1004.6479166666667,
2020-08-09,,,11.9375,250.25,21.256249999999998,30.822916666666668,,,,,,,,,,,,12.887500000000001,134.66666666666666,15.641666666666666,33.00625,1.3,,1.9,,9.8,210.8125,21.3875,1006.30625,
2020-08-10,,,11.904255319148936,174.40425531914894,21.959574468085105,30.48936170212766,,,,,,,,,,,,17.849999999999998,122.83333333333333,15.229166666666666,33.583333333333336,3.1,,4.4,,14.0,195.02083333333334,22.535416666666666,1005.0083333333333,
2020-08-11,,,8.370212765957447,197.91489361702128,22.1468085106383,29.92127659574468,,,,,,,,,,,,12.779166666666667,132.77083333333334,15.822916666666666,33.422916666666666,1.6,,2.5,,9.2,204.85416666666666,20.056250000000002,1010.3729166666667,
2020-08-12,,,6.71875,195.64583333333334,22.804166666666664,29.147916666666664,,,,,,,,,,,,15.768749999999999,146.20833333333334,15.629166666666668,33.518750000000004,1.1,,1.6,,7.6,198.22916666666666,21.135416666666668,1012.9270833333334,
2020-08-13,,,6.875,220.5625,23.414583333333336,28.866666666666664,,,,,,,,,,,,12.664583333333333,123.41666666666667,15.320833333333333,33.725,0.9,,1.3,,8.3,212.54166666666666,21.62291666666667,1010.6104166666668,
2020-08-14,,,10.795744680851064,224.5531914893617,24.863829787234042,28.19148936170213,,,,,,,,,,,,11.283333333333333,110.52083333333333,14.758333333333333,33.93958333333333,0.9,,1.6,,9.7,204.16666666666666,20.3875,1007.2291666666666,
2020-08-15,,,11.064583333333333,203.9375,24.6375,28.566666666666666,,,,,,,,,,,,11.3375,101.89583333333333,14.554166666666667,34.233333333333334,0.9,,1.5,,9.0,207.41666666666666,19.868750000000002,1008.5729166666666,
2020-08-16,,,12.30625,216.27083333333334,23.452083333333334,29.620833333333334,,,,,,,,,,,,16.633333333333333,135.625,15.606250000000001,34.270833333333336,0.6,,1.1,,8.7,206.20833333333334,21.118750000000002,1010.3895833333332,
2020-08-17,,,13.708510638297872,192.74468085106383,22.527659574468085,30.159574468085108,,,,,,,,,,,,22.806250000000002,118.375,16.395833333333332,34.18125,0.4,,0.7,,3.7,184.5625,23.052083333333332,1012.6229166666667,
2020-08-18,,,14.870833333333332,217.89583333333334,21.1125,30.931250000000002,,,,,,,,,,,,29.150000000000002,173.91666666666666,18.095833333333335,33.97083333333333,0.3,,0.5,,4.2,206.5,22.589583333333334,1011.9208333333332,
2020-08-19,,,16.43191489361702,151.82978723404256,20.4468085106383,31.285106382978725,,,,,,,,,,,,31.03125,155.08333333333334,18.766666666666666,33.8125,0.5,,0.7,,6.3,221.3125,23.329166666666666,1009.7104166666667,
2020-08-20,,,14.768749999999999,197.6875,19.922916666666666,31.368750000000002,,,,,,,,,,,,35.260416666666664,149.375,17.712500000000002,33.704166666666666,0.3,,0.6,,4.7,204.79166666666666,24.5125,1011.4291666666667,
2020-08-21,,,11.65,173.47826086956522,19.15869565217391,31.495652173913044,,,,,,,,,,,,28.264583333333334,151.64583333333334,19.354166666666668,33.135416666666664,0.7,,1.2,,8.2,61.5625,23.35625,1014.3375,
2020-08-22,,,11.360416666666666,203.16666666666666,19.037499999999998,31.40833333333333,,,,,,,,,,,,28.083333333333332,94.75,24.256249999999998,31.78125,0.9,,1.4,,7.3,44.375,25.21666666666667,1012.8958333333334,
2020-08-23,,,10.539583333333333,191.45833333333334,19.495833333333334,31.02916666666667,,,,,,,,,,,,25.1125,139.4375,25.491666666666664,30.760416666666668,0.7,,1.1,,4.7,224.95833333333334,26.006249999999998,1008.475,
2020-08-24,,,9.421276595744681,153.89361702127658,19.908510638297873,30.629787234042553,,,,,,,,,,,,20.64375,145.58333333333334,25.65625,30.943749999999998,0.9,,1.3,,3.3,234.66666666666666,26.64375,1006.24375,
2020-08-25,,,8.34375,176.35416666666666,19.83125,30.539583333333336,,,,,,,,,,,,12.238297872340427,128.89361702127658,24.746808510638296,31.317021276595746,1.6,,2.1,,3.5,211.22916666666666,27.235416666666666,1005.7208333333333,
2020-08-26,,,10.275,106.27083333333333,20.829166666666666,30.09166666666667,,,,,,,,,,,,13.44375,176.14583333333334,24.84375,30.87708333333333,2.3,,3.3,,7.0,123.77083333333333,27.48125,1004.8395833333334,
2020-08-27,,,12.4375,149.14583333333334,22.46875,28.97083333333333,,,,,,,,,,,,13.414583333333333,125.60416666666667,23.722916666666666,30.224999999999998,2.2,,3.5,,8.9,204.16666666666666,25.902083333333334,1005.0520833333334,
2020-08-28,,,9.86595744680851,182.08510638297872,22.668085106382982,28.31276595744681,,,,,,,,,,,,12.31875,147.27083333333334,22.070833333333336,30.702083333333334,1.0,,1.4,,5.6,212.4375,25.2625,1008.0395833333333,
2020-08-29,,,11.572340425531914,272.0425531914894,22.693617021276594,27.661702127659574,,,,,,,,,,,,19.154166666666665,141.60416666666666,20.681250000000002,30.954166666666666,0.5,,0.8,,7.6,208.20833333333334,24.59166666666667,1009.7041666666668,
2020-08-30,,,9.808333333333334,213.35416666666666,22.808333333333334,27.870833333333334,,,,,,,,,,,,27.87708333333333,145.58333333333334,21.23125,30.379166666666666,0.7,,0.9,,8.4,156.02083333333334,25.510416666666668,1010.8791666666666,
2020-08-31,,,19.6,307.0,23.1,27.4,,,,,,,,,,,,25.610416666666666,205.14583333333334,24.710416666666664,28.489583333333332,1.7,,2.4,,10.7,134.16666666666666,25.489583333333332,1012.4416666666666,
2020-09-01,,,17.670833333333334,174.14583333333334,23.416666666666668,27.20625,,,,,,,,,,,,15.938297872340426,196.48936170212767,27.1,27.806382978723406,1.4,,1.8,,7.1,117.79166666666667,25.7,1009.6,
2020-09-02,,,16.691666666666666,171.875,25.454166666666666,26.425,,,,,,,,,,,,29.352083333333336,160.35416666666666,27.758333333333336,27.568749999999998,4.0,,5.1,,17.7,49.3125,27.777083333333334,1000.7020833333332,
2020-09-03,,,13.766666666666666,160.25,25.23125,26.616666666666664,,,,,,,,,,,,28.34255319148936,88.2127659574468,25.376595744680852,27.559574468085106,7.9,,10.8,,26.9,207.58333333333334,26.73125,973.0833333333334,
2020-09-04,,,8.30625,212.75,25.097916666666666,26.429166666666664,,,,,,,,,,,,59.7,38.0,21.2,29.1,0.9,,1.3,,4.0,196.0,24.0,,
2020-09-05,,,10.910416666666668,201.02083333333334,24.410416666666666,26.389583333333334,,,,,,,,,,,,30.235416666666666,204.08333333333334,20.23125,29.506249999999998,0.6,,1.3,,7.6,222.52083333333334,20.127083333333335,,
2020-09-06,,,7.431914893617021,226.14893617021278,23.451063829787234,26.363829787234042,,,,,,,,,,,,29.597916666666666,182.125,22.339583333333334,26.84375,1.9,,3.1,,12.9,61.6875,21.108333333333334,,
2020-09-07,,,11.708333333333334,210.64583333333334,22.79375,25.993750000000002,,,,,,,,,,,,39.21041666666667,118.375,22.15833333333333,27.802083333333332,7.1,,8.9,,23.5,153.52083333333334,23.45625,997.6722222222221,
2020-09-08,,,8.795744680851064,222.63829787234042,22.799999999999997,25.955319148936173,,,,,,,,,,,,30.15416666666667,66.64583333333333,20.8875,30.01875,1.8,,2.3,,10.6,205.89583333333334,23.429166666666664,1010.3541666666666,
2020-09-09,,,10.238888888888889,325.0,22.98888888888889,25.87777777777778,,,,,,,,,,,,22.4375,113.375,20.966666666666665,30.2375,0.7,,1.1,,10.2,213.5,22.4375,1010.7958333333332,
2020-09-10,,,11.788235294117648,279.05882352941177,23.48235294117647,31.1375,,,,,,,,,,,,13.333333333333334,138.29166666666666,21.6875,29.966666666666665,0.5,,0.6,,7.0,201.91666666666666,22.46666666666667,1008.9395833333333,
2020-09-11,,,10.308510638297872,247.0212765957447,23.470212765957445,31.204255319148935,,,,,,,,,,,,19.714583333333334,195.52083333333334,22.229166666666668,29.37708333333333,0.9,,1.5,,9.6,90.22916666666667,22.60625,1013.125,
2020-09-12,,,8.891666666666667,185.89583333333334,23.327083333333334,30.991666666666664,,,,,,,,,,,,21.318749999999998,150.02083333333334,22.6375,28.491666666666664,2.0,,3.4,,11.4,44.8125,21.202083333333334,1012.9395833333333,
2020-09-13,,,12.027083333333332,208.3125,23.570833333333336,30.71666666666667,,,,,,,,,,,,17.502083333333335,92.04166666666667,22.85625,27.964583333333334,2.3,,3.7,,8.1,103.27083333333333,20.322916666666668,1015.4166666666666,
2020-09-14,,,14.793750000000001,185.39583333333334,23.839583333333334,30.51875,,,,,,,,,,,,19.852083333333333,143.75,22.325,28.922916666666666,1.5,,2.1,,7.3,260.2708333333333,21.258333333333333,1014.0875,
2020-09-15,,,12.623404255319148,184.25531914893617,23.84255319148936,30.495744680851065,,,,,,,,,,,,21.837500000000002,143.625,22.422916666666666,29.43541666666667,0.9,,1.4,,4.2,173.66666666666666,22.195833333333336,1013.44375,
2020-09-16,,,11.85,227.08333333333334,23.572916666666668,30.78125,,,,,,,,,,,,23.995833333333334,197.5625,22.72083333333333,29.104166666666668,0.7,,1.0,,5.4,180.58333333333334,22.45625,1010.2958333333332,
2020-09-17,,,10.19375,233.41666666666666,23.195833333333336,30.960416666666664,,,,,,,,,,,,23.891666666666666,145.89583333333334,22.34166666666667,29.1375,0.5,,0.8,,5.2,265.9791666666667,21.81458333333333,1009.8333333333334,
2020-09-18,,,9.772916666666667,221.4375,22.71875,31.160416666666666,,,,,,,,,,,,23.349999999999998,132.0,22.047916666666666,29.275000000000002,0.4,,0.7,,5.8,255.14583333333334,20.347916666666666,1012.9791666666666,
2020-09-19,,,8.735416666666667,182.83333333333334,22.291666666666668,31.308333333333334,,,,,,,,,,,,25.508333333333336,124.35416666666667,21.618750000000002,29.010416666666668,0.4,,0.7,,7.4,256.2708333333333,21.662499999999998,1015.6687499999999,
2020-09-20,,,9.189583333333333,217.29166666666666,21.891666666666666,31.477083333333336,,,,,,,,,,,,24.991666666666664,154.22916666666666,21.527083333333334,28.891666666666666,0.3,,0.5,,5.6,227.25,20.912499999999998,1015.7291666666666,
2020-09-21,,,7.714583333333334,193.04166666666666,21.48125,31.599999999999998,,,,,,,,,,,,24.606250000000003,184.83333333333334,21.854166666666668,27.712500000000002,0.9,,1.6,,9.4,157.6875,19.579166666666666,1017.6583333333333,
2020-09-22,,,9.445833333333333,230.625,21.072916666666668,31.629166666666666,,,,,,,,,,,,14.366666666666667,210.1875,22.2375,25.71875,1.6,,2.3,,11.2,81.10416666666667,19.960416666666667,1017.3791666666666,
2020-09-23,,,8.923404255319149,186.70212765957447,20.948936170212768,31.482978723404255,,,,,,,,,,,,12.747916666666667,175.22916666666666,22.2375,25.820833333333336,1.8,,2.5,,11.7,30.770833333333332,20.4875,1015.8395833333334,
